source,author,title,description,url,urlToImage,publishedAt
b'France24.com',b'FRANCE24',b'La Cite de la Culture a Tunis ouvre ses portes',"b""La Cite de la Culture, mega-complexe dont le gouvernement veut faire le coeur de la culture tunisienne, a ete inauguree en grande pompe, plus de dix ans apres son lancement. Le complexe comprend un musee d'art contemporain, une salle d'opera, deux theatres, u\xe2\x80\xa6""",b'http://www.france24.com/fr/video/20180322-cite-culture-a-tunis-ouvre-portes',b'http://scd.france24.com/fr/files_fr/imagecache/france24_large_652_338/2018-03-22_0817_tunisie.jpeg',b'2018-03-22T09:41:00Z'
b'Ledevoir.com',b'webmestre@ledevoir.com (Agence France-Presse)',b'Tunisie: les travaux semes d\xe2\x80\x99embuches de l\xe2\x80\x99Instance Verite et Dignite',"b'Tunis \xe2\x80\x94 L\xe2\x80\x99Instance Verite et Dignite (IVD), instauree en 2014 pour rendre justice aux victimes de la...'",b'https://www.ledevoir.com/monde/afrique/523923/tunisie-les-travaux-semes-d-embuches-de-l-instance-verite-et-dignite',b'https://media2.ledevoir.com/images_galerie/nwd_608390_459046/image.jpg?ts=1522287693',b'2018-03-29T01:41:33Z'
b'Allafrica.com',b'',"b'Tunisie:Municipales 2018 - ""Le taux de participation generale a atteint 33,7%"", selon Mansri'","b"" Tunis -Le taux de participation generale aux elections municipales a atteint 33,7%, a annonce, dimanche soir, le president de l'Instance superieure independante pour les elections (ISIE), Mohamed Tlili Mansri.""",b'http://fr.allafrica.com/stories/201805070397.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-07T09:31:39Z'
b'Allafrica.com',b'',b'Tunisie:Municipales 2018 - Proclamation des resultats preliminaires dans les differentes circonscriptions electorales',"b"" Tunis -L'Instance superieure independante pour les elections (ISIE) a entame mercredi soir a partir de 20H00 la proclamation des resultats preliminaires des elections municipales 2018 dans les differentes circonscriptions electorales.""",b'http://fr.allafrica.com/stories/201805100647.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-10T20:43:34Z'
b'Lexpress.fr',b'None',b'Municipales/Tunisie: Ennahdha en tete mais sans majorite a Tunis',"b""Tunis - Le parti islamiste Ennahdha est arrive en tete a Tunis a l'issue des premieres municipales democratiques du pays, un resultat qui ne lui garantit cependant pas de controler la capitale a defaut de majorite.""",b'https://www.lexpress.fr/actualites/1/monde/municipales-tunisie-ennahdha-en-tete-mais-sans-majorite-a-tunis_2007376.html',"b'https://static.lexpress.fr/medias_11829/w_605,h_350,c_fill,g_north/v1525900328/les-membres-de-l-instance-chargee-d-organiser-les-elections-municipales-tunisiennes-annoncent-les-resultats-a-tunis-le-09-mai-2018_6056674.jpg'",b'2018-05-09T21:10:54Z'
b'Allafrica.com',b'',b'Tunisie:Sommet arabe 2018 - Caid Essebsi examine avec le president palestinien le developpement de la situation dans la region',"b"" Tunis/Tunisie -DHAHRAN (ARABIE SAOUDITE), 15 avril (de l'envoyee de TAP Dhouha Talik)- Le president de la Republique Beji Caid Essebsi a recu samedi soir, au siege de sa residence a Dhahran en Arabie Saoudite, le president palestinien M\xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201804200765.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-04-20T13:13:00Z'
b'Allafrica.com',b'',"b""Tunisie:Les quatre courts-metrages du programme \xc2\xabFactory tunisia 2018\xc2\xbb presentes a Tunis, l'avant-premiere mondiale le 9 mai a Cannes""","b' Tunis -Les quatre courts-metrages de fiction du programme \xc2\xabFactory tunisia 2018\xc2\xbb, co-ecrits et co-realises en 2018 par des couples de realisateurs et realisatrices tunisiens et etrangers representant six nationalites, ont ete projetes, \xe2\x80\xa6'",b'http://fr.allafrica.com/stories/201805060086.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-06T12:15:02Z'
b'Allafrica.com',b'',"b'Tunisie:Foussana-Mont Bireno - Le cadavre retrouve est celui de Bilel Basdouri, membre de la brigade Okba Ibn Nafaa (source securitaire)'","b"" Tunis -Le cadavre du terroriste retrouve vendredi sur le mont Bireno dans la delegation de Foussana, au gouvernorat de Kasserine, est celle du terroriste Bilel Basdouri selon les premiers elements recueillis en attendant l'autopsie du c\xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201805050063.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-05T08:41:14Z'
b'Lexpress.fr',b'None',"b'Tunis inaugure sa pharaonique Cite de la Culture, avec Claudia Cardinale'","b""Tunis - Claudia Cardinale, concert du tout nouvel orchestre de l'opera de Tunis: la Cite de la Culture, mega-complexe dont le gouvernement veut faire le coeur de la culture tunisienne, a ete inauguree en grande pompe mercredi, plus de dix ans apres son lancem\xe2\x80\xa6""",b'https://www.lexpress.fr/actualites/1/culture/tunis-inaugure-sa-pharaonique-cite-de-la-culture-avec-claudia-cardinale_1994322.html',"b'https://static.lexpress.fr/medias_11784/w_605,h_350,c_fill,g_north/v1521635595/photo-d-une-des-facades-et-de-la-geode-de-la-cite-de-la-culture-mega-projet-inaugure-le-21-mars-2018-a-tunis_6033430.jpg'",b'2018-03-21T20:24:05Z'
b'Lexpress.fr',b'None',"b'Tunis inaugure son mega-projet de Cite de la Culture, avec Claudia Cardinale'","b""Tunis - Le gouvernement tunisien inaugure mercredi, en presence de l'actrice italo-tunisienne Claudia Cardinale, la Cite de la Culture, un mega-projet en plein centre de Tunis lance il y a plus 10 ans sous l'ancien dictateur Zine el Abidine Ben Ali et un temp\xe2\x80\xa6""",b'https://www.lexpress.fr/actualites/1/culture/tunis-inaugure-son-mega-projet-de-cite-de-la-culture-avec-claudia-cardinale_1994172.html',"b'https://static.lexpress.fr/medias_11784/w_605,h_350,c_fill,g_north/v1521635595/photo-d-une-des-facades-et-de-la-geode-de-la-cite-de-la-culture-mega-projet-inaugure-le-21-mars-2018-a-tunis_6033430.jpg'",b'2018-03-21T12:32:00Z'
b'Allafrica.com',b'',b'Tunisie:Beja / Circuit touristique et culturel a Testour (Encadre)',"b' Tunis/Tunisie -La region de Testour abrite un circuit ""de pres de 1,5 km au coeur de la ville qui couvre mosquees, mausolees et autres espaces publics dont le cafe Andalous, les hammams, les jets-d\'eau, les pots a fleurs et les boutique\xe2\x80\xa6'",b'http://fr.allafrica.com/stories/201803310208.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-31T17:16:49Z'
b'Allafrica.com',b'',"b""Tunisie:Rassemblement a Tunis pour denoncer un \xc2\xab acte \xe2\x80\x8ed'agression \xc2\xbb contre la Syrie""","b"" Tunis -Quelques heures apres les frappes menees par les Etats-?Unis, la France et le Royaume-Uni contre la Syrie, des ?politiques et representants de la societe civile tunisienne ont ?reagi en denoncant \xc2\xab un acte d'agression commis cont\xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201804200755.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-04-20T13:12:17Z'
b'Allafrica.com',b'',b'Tunisie:Enseignement secondaire - La federation generale annonce la levee de la retenue des notes du premier semestre',"b"" Tunis -La federation generale de l'enseignement secondaire a decide de suspendre la retenue des notes du premier semestre de l'actuelle saison scolaire, au terme de la reunion au niveau regional, tenue vendredi au siege de l'Union Gener\xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201804280042.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-04-28T01:41:06Z'
b'Allafrica.com',b'',b'Tunisie:Municipales 2018 - Resultats preliminaires dans la circonscription de Denden (Gouvernorat de la Manouba)',"b' Tunis -Les resultats preliminaires des elections municipales 2018 dans la circonscription de Denden du gouvernorat de la Manouba, selon les rapports de depouillement des bulletins de vote, sont comme suit :'",b'http://fr.allafrica.com/stories/201805070439.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-07T09:56:40Z'
b'Allafrica.com',b'',b'Tunisie:Municipales 2018 - Les resultats preliminaires dans la circonscription de Rejiche',"b' Tunis -Les resultats preliminaires des elections municipales 2018 dans la circonscription de Rejiche du gouvernorat de Mahdia, selon les rapports de depouillement des bulletins de vote, sont comme suit :'",b'http://fr.allafrica.com/stories/201805070379.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-07T09:21:40Z'
b'Allafrica.com',b'',"b'Tunisie:Municipales 2018 - Quelque 120 graves infractions electorales soumises au ministere public, selon Anouar Belhassan'","b"" Tunis -Quelque 120 graves infractions electorales ont ete soumises au ministere public, a annonce mercredi, Anouar Belhassan, membre de l'Instance superieure independante pour les elections (ISIE).""",b'http://fr.allafrica.com/stories/201805100341.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-10T09:54:45Z'
b'Allafrica.com',b'',"b""Tunisie:Kromberg & Schubert Beja, une aubaine pour les employes de l'entreprise et la region""","b"" Tunis/Tunisie -Au sein de l'unite de production a l'usine Kromberg & Schubert, Beja, l'echo etait assez intense, entre le son des machines en marche et le haut parleur d'ou parvenait une voix feminine souhaitant la bienvenue, en arabe, \xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201803310047.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-31T01:07:31Z'
b'Allafrica.com',b'',"b'Tunisie:Beja / Testour, un site historique et environnemental a valoriser illico presto'","b' Tunis/Tunisie -Faisant le tour de la grande mosquee de Testour, le visiteur se trouve du cote nord-est ou est visible son celebre minaret rectangulaire pour ensuite acceder a la cour secondaire, autour de la galerie hypostyle qui abrite\xe2\x80\xa6'",b'http://fr.allafrica.com/stories/201804020351.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-04-02T18:41:00Z'
b'Allafrica.com',b'',b'Tunisie:Huit films de realisatrices tunisiennes le 8 mars a Paris',"b"" Tunis -Le 7eme art tunisien, au feminin, sera a l'honneur a Paris, dans la soiree de jeudi, 8 mars 2018, a travers une projection dediee a huit oeuvres inedites de cineastes femmes qui seront projetees a la salle de cinema \xc2\xabla Clef\xc2\xbb, an\xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201803050276.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-05T09:04:40Z'
b'Allafrica.com',b'',"b""Tunisie:Ennaceur appelle a un nouveau contrat social pour faire valoir l'interet national""","b"" Tunis -Le president de l'Assemblee des representants du peuple (ARP), Mohamed Ennaceur, a appele, samedi, toutes les parties (deputes, partis politiques, societe civile) a adopter un nouveau contrat social afin de faire valoir l'interet\xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201803100223.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-10T21:58:41Z'
b'Allafrica.com',b'',"b'Afrique:Faire de la Tunisie, la destination sante en Afrique'","b'[Sidwaya] La capitale tunisienne, Tunis, accueille du 7 au 10 mars 2018, la 5e edition de \xc2\xab Tunisia healph expo \xc2\xbb. Organisee par la Societe des foires internationales de Tunis, cette edition qui veut faire de la Tunisie la destination sante en Afrique, abrite\xe2\x80\xa6'",b'http://fr.allafrica.com/stories/201803100025.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-10T09:54:37Z'
b'Allafrica.com',b'',"b'Tunisie:Beja / Testour, un site historique et environnemental a valoriser illico presto'","b' Tunis/Tunisie -Faisant le tour de la grande mosquee de Testour, le visiteur se trouve du cote nord-est ou est visible son celebre minaret rectangulaire pour ensuite acceder a la cour secondaire, autour de la galerie hypostyle qui abrite\xe2\x80\xa6'",b'http://fr.allafrica.com/stories/201803310209.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-31T17:17:06Z'
b'Francetvinfo.fr',b'None',b'Municipales en Tunisie: les islamistes occupent le terrain a Tunis',"b""La campagne pour les municipales (6 mai 2018), les premieres depuis l\xe2\x80\x99independance, se termine a Tunis. Les islamistes d\xe2\x80\x99Ennahda y presentent comme tete de liste une femme, Souad Abderrahim. Mais l'evenement est eclipse par la crainte d\xe2\x80\x99une abstention massive\xe2\x80\xa6""",b'http://geopolis.francetvinfo.fr/municipales-en-tunisie-les-islamistes-occupent-le-terrain-a-tunis-188465',b'None',b'2018-05-03T15:40:18Z'
b'Lexpress.fr',b'None',"b""Tunisie: un millier de femmes manifestent pour l'egalite dans l'heritage""","b""Des Tunisiennes ont defile dans les rues de Tunis pour que les hommes cessent d'heriter le double des femmes.""",b'https://www.lexpress.fr/actualite/monde/afrique/tunisie-un-millier-de-femmes-manifestent-pour-l-egalite-dans-l-heritage_1991393.html',"b'https://static.lexpress.fr/medias_11775/w_605,h_350,c_fill,g_north/v1520712597/protesters-shout-slogans-during-a-march-demanding-equal-inheritance-rights-for-women-in-tunis_6028986.jpg'",b'2018-03-10T20:20:12Z'
b'Allafrica.com',b'',"b""Tunisie:Moody's pointe le niveau eleve des creances douteuses du pays""","b' Tunis -Moody\'s a indique, dans un nouveau rapport publie mercredi, que ""le niveau eleve des creances douteuses en Tunisie continuera de peser sur les performances du credit accorde par les banques du pays"", soulignant que ""les condition\xe2\x80\xa6'",b'http://fr.allafrica.com/stories/201803010251.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-01T08:45:39Z'
b'Liberation',b'Liberation.fr',"b'A Tunis, la nouvelle Cite de la culture divise'","b'Voulue par Ben Ali, abandonnee a la revolution de 2011, la mega-cite de 49 000 m\xc2\xb2 a ete inauguree mercredi. Mais le projet est juge grandiloquent et centralisateur par des artistes alternatifs.'",b'http://next.liberation.fr/culture/2018/03/23/a-tunis-la-nouvelle-cite-de-la-culture-divise_1638329',b'http://md1.libe.com/photo/1107419-000_12x1c8.jpg?modified_at=1521812051&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=600',b'2018-03-23T14:22:37Z'
b'France24.com',b'FRANCE24',"b'A Tunis, la Cite de la Culture ouvre ses portes'","b""La Cite de la Culture, mega-complexe dont le gouvernement veut faire le c\xc5\x93ur de la culture tunisienne, a ete inauguree en grande pompe, plus de dix ans apres son lancement. Le complexe comprend un musee d'art contemporain, une salle d'opera, deux theatres, un\xe2\x80\xa6""",b'http://www.france24.com/fr/video/20180322-a-tunis-cite-culture-ouvre-portes',b'http://scd.france24.com/fr/files_fr/imagecache/france24_large_652_338/2018-03-22_0817_tunisie.jpeg',b'2018-03-22T09:41:00Z'
b'Jeuneafrique.com',b'Frida Dahmani',"b'"" L\'egalite est un droit, pas une faveur "" : en Tunisie, la premiere marche pour l\'egalite des femmes dans l\'heritage'","b""C'est une premiere dans le monde arabe. Une marche reclamant l'egalite dans l'heritage s'est tenue a Tunis samedi.""",b'http://www.jeuneafrique.com/541269/societe/legalite-est-un-droit-pas-une-faveur-en-tunisie-la-premiere-marche-pour-legalite-des-femmes-dans-lheritage/',b'http://www.jeuneafrique.com/medias/2018/03/12/femmes-1-640x320.jpg',b'2018-03-12T09:00:49Z'
b'Allafrica.com',b'',"b""Tunisie:Municipales 2018 - Les resultats preliminaires officiels attendus d'ici mardi""","b"" Tunis -\xc2\xab Les resultats preliminaires officiels des elections municipales seront proclames d'ici mardi matin au plus tard, declare dimanche soir, Nabil Baffoun, membre de l'Instance superieure independantes pour les elections (ISIE).""",b'http://fr.allafrica.com/stories/201805070374.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-07T09:18:48Z'
b'Allafrica.com',b'',b'Tunisie:Esperance de Tunis - Syam Ben Youssef dans le viseur',"b""[Africa Top Sports] Ancien joueur de l'Esperance de Tunis, Syam Ben Youssef a quitte le club de la capitale en 2011. Le defenseur international tunisien a par la suite evolue dans les championnats anglais, roumain, francais et dernierement turque.""",b'http://fr.allafrica.com/stories/201804210445.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-04-21T16:42:09Z'
"b""L'equipe""",b'None',"b""Foot - TUN - Tunisie : Incidents lors du match entre l'Esperance sportive de Tunis et l'Etoile sportive du Sahel""","b""La rencontre entre l'Esperance sportive de Tunis et l'Etoile sportive du Sahel s'est conclue par de nombreux incidents ce jeudi..""",b'https://www.lequipe.fr/Football/Actualites/Tunisie-incidents-lors-du-match-entre-l-esperance-sportive-de-tunis-et-l-etoile-sportive-du-sahel/876376',"b'https://medias.lequipe.fr/img-photo-jpg/tunisians-demonstrate-against-a-bill-that-would-protect-those-accused-of-corruption-from-prosecution/1500000000816490/350:732,1429:1450-624-416-75/a922a.jpg'",b'2018-02-15T23:01:00Z'
b'Lefigaro.fr',b'None',"b""Football - Etranger - 38 policiers blesses lors d'un \xc2\xabclasico\xc2\xbb a Tunis""","b""Le match de la 18e journee de championnat, remporte 3-2 par l'EST, a du etre brievement interrompu a deux reprises, notamment en raison de fumigenes...""",b'http://sport24.lefigaro.fr/football/etranger/fil-info/38-policiers-blesses-lors-d-un-clasico-a-tunis-897217',b'None',b'2018-02-15T22:47:12Z'
b'Liberation',b'Liberation.fr',"b""A Tunis, la Cite de la culture divise l'opinion""","b'Voulue par Ben Ali, abandonnee a la revolution de 2011, la mega-cite de 49 000 m\xc2\xb2 a ete inauguree mercredi. Mais le projet est juge grandiloquent et centralisateur par des artistes alternatifs.'",b'http://next.liberation.fr/culture/2018/03/23/a-tunis-la-cite-de-la-culture-divise-l-opinion_1638329',b'http://md1.libe.com/photo/1107419-000_12x1c8.jpg?modified_at=1521812051&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=600',b'2018-03-23T14:22:37Z'
b'Allafrica.com',b'',"b'Tunisie:Habib Selmi - La revolution est un long processus, et la Tunisie est sur la bonne voie'","b' Tunis -Residant depuis plus de 30 ans en France avec a son actif plusieurs romans traduits dans plusieurs langues (francais, anglais, allemand et italien) le romancier tunisien Habib Selmi aborde dans ses livres la realite tunisienne da\xe2\x80\xa6'",b'http://fr.allafrica.com/stories/201805020942.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-05-02T15:03:14Z'
b'Lesoir.be',"b'""""'",b'Sander Gille et Joran Vliegen se hissent en demi-finale du Challenger de Tunis',"b'Sander Gille et Joran Vliegen se sont qualifies pour les demi-finales du Challenger de Tunis, un tournoi sur terre battue, jeudi, en Tunisie.'",b'http://www.lesoir.be/152092/article/2018-04-19/sander-gille-et-joran-vliegen-se-hissent-en-demi-finale-du-challenger-de-tunis',b'http://www.lesoir.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2018/04/19/node_152092/19514057/public/2018/04/19/B9715448057Z.1_20180419152646_000+G3OB4OSO8.2-0.jpg?itok=RUxv61Ak',b'2018-04-19T13:26:46Z'
b'Lepoint.fr',b'Benoit Delmas',b'Tunisie : des municipales aux enjeux nationaux',"b'REPORTAGE. Pour la premiere fois de leur histoire, les Tunisiens eliront leurs conseils municipaux democratiquement. Carnet de campagne a La Marsa, banlieue nord de Tunis.'",b'http://afrique.lepoint.fr/actualites/tunisie-des-municipales-aux-enjeux-nationaux-24-04-2018-2212949_2365.php',b'http://afrique.lepoint.fr/images/2018/04/24/14572662lpaw-14572688-article-tunisiavote-jpg_5188598.jpg',b'2018-04-24T07:42:00Z'
b'Liberation',b'Liberation.fr',"b'\xc2\xabL\xe2\x80\x99Amour des hommes\xc2\xbb, boulevard de cliches a Tunis'","b'Trop simpliste et manquant de rythme, \xc2\xabl\xe2\x80\x99Amour des hommes\xc2\xbb, de Mehdi Ben Attia, dresse le portrait d\xe2\x80\x99une jeune veuve qui s\xe2\x80\x99emancipe par la photo de charme au masculin.'",b'http://next.liberation.fr/cinema/2018/02/27/l-amour-des-hommes-boulevard-de-cliches-a-tunis_1632717',b'http://md1.libe.com/photo/1100414-photo_hd_05jpg.jpg?modified_at=1519755675&amp;picto=fb&amp;ratio_x=191&amp;ratio_y=100&amp;width=600',b'2018-02-27T18:16:12Z'
b'Le Monde',b'Frederic Bobin',"b'En Tunisie, le debat sur l\xe2\x80\x99egalite entre hommes et femmes en matiere d\xe2\x80\x99heritage s\xe2\x80\x99installe'",b'Deux mille personnes ont manifeste samedi 10 mars a Tunis pour reclamer la fin de l\xe2\x80\x99\xc2\xab injustice \xc2\xbb imposant l\xe2\x80\x99inegalite successorale entre hommes et femmes.',b'http://www.lemonde.fr/afrique/article/2018/03/10/en-tunisie-le-debat-sur-l-egalite-entre-hommes-et-femmes-en-matiere-d-heritage-s-installe_5268946_3212.html',b'http://img.lemde.fr/2018/03/10/180/0/3500/1750/600/315/60/0/a07370c_GGGZOUE01_TUNISIA-WOMEN-_0310_11.JPG',b'2018-03-10T19:36:24Z'
b'Allafrica.com',b'',b'Tunisie:Club Africain - Assemblee generale elective le 20 ou le 27 mai',"b'[Africa Top Sports] Le Club Africain de Tunis tiendra son Assemblee generale elective le 20 ou 27 mai prochain, soit a la fin de la saison sportive actuelle.'",b'http://fr.allafrica.com/stories/201803050304.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-05T09:24:42Z'
b'Allafrica.com',b'',"b""Tunisie:Le president de la Republique s'entretient avec le chef du gouvernement""","b"" Carthage -Le president de la Republique, Beji Caid Essebsi, s'est entretenu, mercredi, au Palais de Carthage, avec le chef du gouvernement, Youssef Chahed.""",b'http://fr.allafrica.com/stories/201804040707.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-04-04T18:40:02Z'
b'Allafrica.com',b'',"b""Libye:Saif al-Islam Kadhafi annonce sa candidature a l'election presidentielle""","b""[RFI] Saif al-Islam Kadhafi, le fils de l'ancien guide libyen, a annonce officiellement lundi 19 mars a partir de Tunis, via l'un de ses representants, Ayman Bouras, sa candidature pour l'election presidentielle prevue cette annee en Libye. Il a choisi Tunis,\xe2\x80\xa6""",b'http://fr.allafrica.com/stories/201803200308.html',b'http://allafrica.com/static/images/structure/aa-logo-rgba-no-text-128x128.png',b'2018-03-20T09:12:20Z'
b'Jeuneafrique.com',b'Quentin Velluet',"b""Tunisie : une trentaine de postes a pourvoir lors d'une matinee de recrutement pour l'entreprise HLi""","b""L'entreprise de service numerique HLi veut recruter 20 a 30 personnes lors d'une matinee de recrutement qui aura lieu au Sheraton de Tunis le 5 mai prochain.""",b'http://www.jeuneafrique.com/emploi-formation/555737/tunisie-une-trentaine-de-postes-a-pourvoir-lors-dune-matinee-de-recrutement-pour-lentreprise-hli/',b'http://www.jeuneafrique.com/medias/2018/04/27/vue-sur-le-belvdre-de-tunis-mashhour-halawani-flickr-2017-640x320-1524837956.jpg',b'2018-04-27T14:08:12Z'
b'Lepoint.fr',b'Benoit Delmas',"b""Maghreb : l'ordonnance du Dr FMI""","b""CHRONIQUE. Si les situations economiques ne sont pas similaires de Rabat a Tunis, les recommandations de l'institution le sont souvent. Posologie des traitements.""",b'http://afrique.lepoint.fr/economie/maghreb-l-ordonnance-du-dr-fmi-14-03-2018-2202448_2258.php',b'http://afrique.lepoint.fr/images/2018/03/14/13903076lpaw-13903364-article-tunisiaeconomypoliticsimflagarde-jpg_5080346.jpg',b'2018-03-14T16:08:00Z'
b'Lepoint.fr',b'Le Point.fr',"b'Tunis inaugure sa pharaonique Cite de la Culture, avec Claudia Cardinale'","b""Claudia Cardinale, concert du tout nouvel orchestre de l'opera de Tunis: la Cite de la Culture, mega-complexe dont le gouvernement veut faire le...""",b'http://www.lepoint.fr/culture/tunis-inaugure-sa-pharaonique-cite-de-la-culture-avec-claudia-cardinale-21-03-2018-2204559_3.php',b'http://www.lepoint.fr/images/2018/03/21/14057669lpw-14057665-article-jpg_5102719.jpg',b'2018-03-21T20:25:00Z'
b'Jeuneafrique.com',b'Mathieu Galtier',b'Tunisie : Metis Innovations Group recrute 200 informaticiens',"b""Fraichement installee a Tunis, la filiale locale du groupe Metis Innovations Group veut embaucher 200 developpeurs et graphistes informatiques d'ici 2020.""",b'http://www.jeuneafrique.com/emploi-formation/540906/tunisie-metis-innovations-group-recrute-200-informaticiens/',b'http://www.jeuneafrique.com/medias/2018/03/09/quartiers-des-berges-du-lac-tunis-citizen59-flickr-aot-2010-640x320-1520615187.jpg',b'2018-03-09T17:05:22Z'
b'Lepoint.fr',b'Le Point.fr',"b'Femen: des militantes ""topless"" passees de la lumiere a l\'ombre en dix ans'","b""Seins nus, elles denoncent l'oppression politique et religieuse, veulent depoussierer le combat feministe de Kiev a Tunis. Mais dix ans apres leur...""",b'http://www.lepoint.fr/societe/femen-des-militantes-topless-passees-de-la-lumiere-a-l-ombre-en-dix-ans-06-03-2018-2199975_23.php',b'http://www.lepoint.fr/images/2018/03/06/13769038lpw-13769033-article-jpg_5055131.jpg',b'2018-03-06T08:04:00Z'
